Uniprot ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
A0JNW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610.220459	3196.724609	3175.048584	4231.043457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00154	0	417412.875	0	0	0	0	0	0	0	0	8868.072266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15885.17383	0	0	8935.458984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168.924561	0	1846.269531	2583.08667	3351.736084	0	0	0	0	0	0	0	0	0	0	0	0
O60238	0	29282.05469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2203.345215	0	0	0	0	2814.703125	1870.543945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60427	0	0	0	0	0	0	0	0	0	0	0	0	13592.15039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60959.58203	56749.21875	24977.07422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11067.33398	10690.08008	26844.24219	21218.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95218	0	25029.14844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.9223938	3175.794434	2530.606201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95361	0	291198.4063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18257.29492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6174.140625	7175.439941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5850.44873	12039.51172	0	22496.54883	8882.364258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01619	0	1525853.25	0	0	10352.51172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8845.027344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37583.36719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17174	0	751830.3125	0	0	0	0	0	0	0	0	0	6613.35791	0	0	0	0	0	0	0	176181.3438	0	0	0	0	0	0	0	0	0	19573.67969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469.019531	12195.1875	13137.8584	0	0	53495.71875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4320.276367	8369.84375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30288.97461	150431.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4671.510742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45783.49219	51676.05469	16762.75977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5238.345215	0	12968.07715	45283.33203	16258.32422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40855	0	30283.33594	0	0	0	0	0	0	0	0	0	0	0	0	1480.309937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126.390869	5142.626953	0	0	0	0	0	0	0	0	0	0	0	0
P42858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10002.58008	10961.62891	21632.89648	8455.143555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P45954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92541.61719	3084.995605	19651.86719	16709.30273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P46736	0	19372.27734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082.410645	0	160.6322937	0	0	0	0	1206.71582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5981.700195	0	0	0	10604.98633	0	16774.44922	10853.74707	0	0	0	0	0	0	0	0	0	0	0	0	0
P49448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42757.40234	0	0	0	0	28674.60938	0	586174.75	1935524.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46725.44531	0	0	32415.79688	25759.83984	13219.23828	0	0	0	0	0	0	0	0	0	0	0
P54707	0	173767.0938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2622.493164	524.7096558	2070.95752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9887.896484	14670.5332	13740.46973	8117.743164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q04206	0	71371.40625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10657.48242	7206.994629	0	0	13352.14063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12792	0	147432.4375	0	0	0	0	0	0	0	0	9820.931641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5091.35791	0	0	0	0	0	0	5255.621094	0	0	0	0	0	0	0	0	0	0
Q3T906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32845.5625	53561.73828	11481.53125	24716.60352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5NDL2	0	8423.476563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7552.88623	94067.23438	32149.81445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6QNY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11413.98242	0	0	0	15608.30957	13442.7041	12464.13477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86UV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1899.631226	0	0	3980.571289	12060.14648	23116.78125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3Y7	0	197034.4375	0	0	3414.912598	0	0	0	0	2873.950439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7800.54248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TBX8	0	19949.45313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008.279236	0	0	0	0	0	3716.155762	9260.615234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23819.19531	58628.73047	40867.86328	25355.53906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96DI7	0	49698.39063	0	0	0	0	0	0	0	0	34078.39844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17331.36328	0	0	0	0	0	1700.03418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96FW1	0	148861.0313	0	0	0	0	0	0	0	0	9976.915039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82121.13281	0	0	0	0	0	0	0	0	0	0	0	0	0	2572.742188	0	0	0	0	0	0	0	0	0	0
Q96K17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11033.07813	27849.31836	28159.25	23154.54688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BQD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9710.231445	15750.54102	18175.92578	16494.39844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSJ2	0	0	0	0	0	0	0	0	0	0	0	0	1822.392578	0	0	0	11790.71973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8994.126953	0	0	0	0	54741.98047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BWD1	0	248322.6875	0	0	0	0	0	0	0	0	7127.147461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519.269043	0	0	0	6323.486328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9C0H2	0	0	11119.36035	17639.23633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10979.35059	0	26263.96094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6S3	0	115339.9922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222149849	5791.526855	2771.089111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124645.5781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32749.89258	0	45867.25391	37334.86328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6731.091797	0	0	21930.05664	46097.70313	28241.20703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8Y8	0	27518.39258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32561.32813	48053.09375	17624.87891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4752.649902	4767.225098	7578.236816	9802.707031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1915.271973	4959.681641	5755.935547	10179.35938	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVP1	0	62456.42188	0	0	0	0	0	0	0	6299.655273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4608.507813	0	3269.891602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UFG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33230.92969	21512.77539	28889.42969	23663.85547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7802.881348	19243.95508	33037.54297	13030.47754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4E8	0	57278.96484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861.2733154	11809.29492	9867.460938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287.688477	3738.439941	4473.278809	4949.878906	768.9980469	0	0	0	0	0	0	0	0	0	0	0	0	0
O14639	0	272289.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23518.02734	0	0	0	0	0	0	0	0	0	0	0	0	18373.60352	0	0	0	0	0	0	0	0	0	0	0	0	1444.712036	0	2595.851074	0	0	0
O14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13269.6582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44715.65625	0	0	10634.35938	20434.02148	8418.907227	0	0	0	0	0	0	0	0	0	0	0	0	0
O15347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31927.57031	46011.95313	125968.9531	164424.3594	78498.70313	0	0	0	0	0	0	0	0	0	0	0	0
O75629	0	518343.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70677.55469	20546.17969	0	19601.95117	83897.14063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75832	0	104813.875	0	0	0	0	0	0	0	0	5906.81543	0	0	0	0	0	0	5642.545898	23590.89063	0	3442.206543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12565.65039	24843.6875	40637.4375	21218.55469	0	13828.4082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95274	0	315943.4375	0	0	2285.413574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3593.907715	0	0	0	0	0	0	0	0	347.7319336	0	0	3392.794678	0	0	0
P02679	0	420242.5	0	0	14112.65527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13746.38184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1918.989014	0	0	0	0	7222.271973	0	0	0	0	0	0	0	0	0	0
P07951	0	0	0	0	0	0	0	0	0	0	1353.443726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2356.351074	38443.46875	24991.66406	2216.556641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08603	0	443339.1563	0	0	5125.250488	0	0	0	0	0	0	1734.760498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8291.783203	0	0	0	0	0	0	0	0	0	0	0	4379.646484	0	0	0
P09960	0	143163.5469	0	0	0	0	0	0	0	0	25967.77734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5876.050293	22729.91797	0	0	0	0	19235.21875	0	0	0	0	0	0	0	0	0	0
P19784	0	80775.625	0	0	0	0	0	0	0	0	15795.72266	0	0	0	0	0	0	0	18267.58398	0	0	0	0	0	0	0	0	0	0	0	0	14835.74609	12926.95996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19957	0	763786.5625	0	0	0	0	0	0	2193.745117	3205.760742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12901.62109	0	0	0	0	0	0	0	0	0	0	0	8175.176758	0	0	0
P23193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9390.179688	9814.259766	14534.54297	11866.33105	1615.985596	0	0	0	0	0	0	0	0	0	0	0	0
